model,year,price,transmission,mileage,fuelType,tax,mpg,engineSize,Make
 Kona,2018,12498,Manual,12834,Petrol,145.0,52.3,1.0,Hyundai
 I40,2017,8998,Manual,59626,Diesel,150.0,67.3,1.7,Hyundai
 IX20,2016,8298,Manual,28355,Petrol,125.0,50.4,1.4,Hyundai
 Kona,2018,15995,Manual,23400,Petrol,145.0,52.3,1.0,Hyundai
 IX35,2015,9495,Manual,46000,Diesel,145.0,53.3,1.7,Hyundai
 I30,2018,8998,Manual,24070,Petrol,145.0,57.7,1.0,Hyundai
 I30,2019,14998,Manual,3010,Petrol,145.0,41.5,1.4,Hyundai
 I30,2019,14998,Manual,3303,Petrol,145.0,41.5,1.4,Hyundai
 Kona,2019,21998,Automatic,1391,Hybrid,135.0,52.3,1.6,Hyundai
 I20,2017,8998,Manual,16900,Petrol,145.0,55.4,1.2,Hyundai
 I40,2016,10998,Manual,29347,Diesel,30.0,65.7,1.7,Hyundai
 I20,2016,9498,Manual,17206,Petrol,30.0,58.9,1.0,Hyundai
 I10,2015,5998,Manual,8116,Petrol,20.0,60.1,1.0,Hyundai
 IX20,2015,7998,Manual,20077,Petrol,125.0,50.4,1.4,Hyundai
 I20,2017,7998,Manual,28502,Petrol,145.0,55.4,1.2,Hyundai
 I20,2015,7398,Manual,23656,Petrol,30.0,55.4,1.2,Hyundai
 I20,2015,6698,Manual,43795,Petrol,125.0,51.4,1.4,Hyundai
 I20,2017,8598,Manual,9392,Petrol,30.0,58.9,1.2,Hyundai
 I30,2019,23498,Manual,1437,Petrol,145.0,34.0,2.0,Hyundai
 Kona,2019,14998,Manual,2383,Petrol,145.0,44.1,1.0,Hyundai
 Santa Fe,2019,34998,Semi-Auto,4133,Diesel,145.0,39.2,2.2,Hyundai
 Santa Fe,2019,34998,Semi-Auto,4956,Diesel,145.0,39.2,2.2,Hyundai
 Tucson,2019,15998,Manual,3454,Petrol,145.0,35.3,1.6,Hyundai
 I30,2019,14998,Manual,3001,Petrol,145.0,41.5,1.4,Hyundai
 Tucson,2019,15498,Manual,14877,Petrol,150.0,34.9,1.6,Hyundai
 Tucson,2019,18998,Semi-Auto,3649,Petrol,150.0,36.2,1.6,Hyundai
 Tucson,2017,14498,Manual,12811,Diesel,150.0,61.7,1.7,Hyundai
 Tucson,2017,15298,Semi-Auto,19066,Diesel,150.0,57.6,1.7,Hyundai
 Tucson,2017,15998,Semi-Auto,11231,Diesel,150.0,57.6,1.7,Hyundai
 I10,2017,6498,Manual,23692,Petrol,20.0,60.1,1.0,Hyundai
 Santa Fe,2017,15998,Manual,48034,Diesel,205.0,47.1,2.2,Hyundai
 Tucson,2016,12498,Manual,41953,Diesel,30.0,61.7,1.7,Hyundai
 IX20,2014,5998,Manual,42386,Diesel,30.0,64.2,1.6,Hyundai
 Tucson,2018,16500,Manual,12875,Petrol,145.0,38.7,1.6,Hyundai
 Santa Fe,2015,16998,Semi-Auto,38514,Diesel,265.0,42.2,2.2,Hyundai
 Tucson,2016,10998,Manual,20258,Petrol,160.0,44.8,1.6,Hyundai
 Tucson,2017,15998,Semi-Auto,12150,Diesel,145.0,57.6,1.7,Hyundai
 Tucson,2016,18698,Automatic,14884,Diesel,235.0,43.5,2.0,Hyundai
 Tucson,2017,11498,Manual,35213,Diesel,145.0,61.7,1.7,Hyundai
 Tucson,2018,14998,Manual,7482,Petrol,145.0,44.8,1.6,Hyundai
